experience,test_score,interview_score,salary
1,4,7,67000
1,9,3,67000
1,9,4,67000
1,8,5,67000
1,4,8,67000
1,8,5,67000
1,9,2,67000
1,7,8,67000
1,8,5,68000
1,5,6,68000
1,2,6,68000
1,10,7,68000
1,6,8,68000
1,8,8,68000
1,7,4,68000
1,9,7,68000
1,7,3,68000
1,7,6,68000
1,7,8,68000
1,6,5,68000
1,5,7,68000
1,7,2,68000
1,7,8,68000
1,4,4,68000
1,4,9,68000
1,5,9,68000
1,9,5,68000
1,8,5,68000
1,3,6,68000
1,4,6,68000
1,7,7,69000
1,4,7,69000
1,7,8,69000
1,8,7,69000
1,8,2,69000
1,2,8,69000
1,8,4,69000
1,7,7,69000
1,6,8,69000
1,9,8,69000
1,7,4,69000
1,7,5,69000
1,4,7,70000
1,7,9,70000
1,7,8,70000
1,4,8,70000
1,10,2,70000
1,7,5,70000
1,3,6,70000
1,10,3,70000
1,8,4,70000
1,8,8,70000
1,1,9,70000
1,4,9,70000
1,7,8,70000
1,6,6,70000
1,5,6,70000
1,10,3,70000
1,8,8,71000
1,8,4,71000
1,8,5,71000
1,6,6,71000
1,5,6,71000
1,7,6,71000
1,6,6,71000
1,7,9,71000
1,6,6,71000
1,3,8,71000
1,8,2,71000
1,6,3,71000
1,9,7,71000
1,5,5,71000
1,6,6,71000
1,4,7,71000
1,5,7,71000
1,7,8,71000
1,5,7,72000
1,7,6,72000
1,5,10,72000
1,3,6,72000
1,2,10,72000
1,6,7,72000
1,10,4,72000
1,4,5,72000
1,4,7,72000
1,5,3,72000
1,6,8,72000
1,6,5,72000
1,8,4,73000
1,4,5,73000
1,7,4,73000
1,9,5,73000
1,5,8,73000
1,9,6,73000
1,8,6,73000
1,5,3,73000
1,8,5,73000
1,6,7,73000
1,4,8,73000
1,8,6,73000
1,4,10,74000
1,8,8,74000
1,8,7,74000
1,9,7,74000
1,5,8,74000
1,1,9,74000
1,9,7,74000
1,8,7,74000
1,9,6,74000
1,7,4,74000
1,6,9,74000
1,10,5,74000
1,7,6,74000
1,10,6,74000
1,4,10,74000
1,7,6,75000
1,6,6,75000
1,5,5,75000
1,8,9,75000
1,7,8,75000
1,7,9,75000
1,3,8,75000
1,5,8,75000
1,10,6,75000
1,9,9,75000
1,9,9,75000
1,7,7,75000
1,7,5,75000
1,9,7,75000
1,2,9,76000
1,6,6,76000
1,10,5,76000
1,10,2,76000
1,5,8,76000
1,5,7,76000
1,8,8,76000
1,10,7,76000
1,10,4,76000
1,7,7,76000
1,5,6,76000
1,6,5,76000
1,5,8,76000
1,7,8,76000
1,3,9,76000
1,7,7,77000
1,6,7,77000
1,6,10,77000
1,8,7,77000
1,6,9,77000
1,5,10,77000
1,6,8,77000
1,7,8,77000
1,3,10,77000
1,7,10,77000
1,5,8,77000
1,7,6,77000
1,7,5,77000
1,6,8,77000
1,9,5,77000
1,10,4,77000
1,7,4,77000
1,7,7,77000
1,4,9,77000
1,5,2,78000
1,8,6,78000
1,4,10,78000
1,9,8,78000
1,6,8,78000
1,5,7,78000
1,6,9,78000
1,7,6,78000
1,3,8,78000
1,3,8,78000
1,2,8,78000
1,8,6,78000
1,8,4,78000
1,8,3,78000
1,8,6,78000
1,7,8,78000
1,7,5,78000
1,9,6,78000
1,1,10,79000
1,6,5,79000
1,7,8,79000
1,8,6,79000
1,8,6,79000
1,8,6,79000
1,5,9,79000
1,8,10,79000
1,8,4,79000
1,7,9,79000
1,9,8,79000
1,8,7,79000
1,9,8,79000
1,4,10,79000
1,4,7,79000
1,8,6,79000
1,8,4,79000
1,8,7,79000
1,7,8,79000
1,5,7,79000
1,9,7,79000
1,10,4,80000
1,8,5,80000
1,10,9,80000
1,7,7,80000
1,7,8,80000
1,7,9,80000
1,2,4,80000
1,6,8,80000
1,9,5,80000
1,10,4,81000
1,7,8,81000
1,8,7,81000
1,8,8,81000
1,5,8,81000
1,8,7,81000
1,5,5,81000
1,8,7,81000
1,10,4,81000
1,5,8,81000
1,9,5,81000
1,8,4,81000
1,4,7,81000
1,8,8,81000
1,9,3,81000
1,2,8,81000
1,5,8,81000
1,7,5,81000
1,4,5,81000
1,6,8,82000
1,6,8,82000
1,5,8,82000
1,10,9,82000
1,9,5,82000
1,2,9,82000
1,8,8,82000
1,9,7,82000
1,9,3,82000
1,9,8,82000
1,10,5,82000
1,5,8,82000
1,7,9,82000
1,9,8,82000
1,10,8,82000
1,9,6,82000
1,9,10,82000
1,8,3,82000
1,10,5,82000
1,4,9,82000
1,4,10,83000
1,8,9,83000
1,5,8,83000
1,8,2,83000
1,10,3,83000
1,8,4,83000
1,10,7,83000
1,9,5,83000
1,8,7,83000
1,7,8,83000
1,6,10,84000
1,10,8,84000
1,7,8,84000
1,8,3,84000
1,6,9,84000
1,8,6,84000
1,9,4,84000
1,8,8,84000
1,7,8,84000
1,10,3,84000
1,8,8,84000
1,6,8,84000
1,6,6,84000
1,8,5,84000
1,6,7,85000
1,10,3,85000
1,5,9,85000
1,8,7,85000
1,7,6,85000
1,10,7,85000
1,10,4,85000
1,6,8,85000
1,3,10,85000
1,5,9,85000
1,8,5,85000
1,10,8,85000
1,6,6,86000
1,6,9,86000
1,10,6,86000
1,10,9,86000
1,3,6,86000
1,7,5,86000
1,9,4,86000
1,6,6,86000
1,6,4,86000
1,10,6,86000
1,8,5,86000
1,8,10,86000
1,8,7,86000
1,8,9,86000
1,8,4,86000
1,7,6,87000
1,10,4,87000
1,8,7,87000
1,4,7,87000
1,10,2,87000
1,7,6,87000
1,9,7,87000
1,9,6,87000
1,8,8,87000
1,7,8,87000
1,10,3,87000
1,4,7,87000
1,5,9,87000
1,8,10,87000
1,9,9,87000
1,3,10,87000
1,8,8,87000
1,3,10,88000
1,1,9,88000
1,4,9,88000
1,9,8,88000
1,9,6,88000
1,4,7,88000
1,9,6,88000
1,7,8,88000
1,9,3,88000
1,7,9,88000
1,8,7,88000
1,9,9,89000
1,5,10,89000
1,8,8,89000
1,4,6,89000
1,5,7,89000
1,5,7,89000
1,9,10,89000
1,9,8,89000
1,3,7,89000
1,10,7,89000
1,3,9,89000
1,4,8,89000
1,8,6,89000
1,10,4,89000
1,8,6,89000
1,8,5,89000
1,8,4,89000
1,7,8,89000
1,7,7,89000
1,6,8,89000
1,9,6,89000
1,10,7,89000
1,9,8,89000
1,5,9,89000
1,8,4,90000
1,7,9,90000
1,8,10,90000
1,10,3,90000
1,8,8,90000
1,6,10,90000
1,9,8,90000
1,8,8,90000
1,6,9,90000
1,8,6,90000
1,7,10,90000
1,9,7,91000
1,10,7,91000
1,6,10,91000
1,9,6,91000
1,9,8,91000
1,8,7,91000
1,10,6,91000
1,4,9,91000
1,8,7,91000
1,6,7,91000
1,9,8,91000
1,9,4,91000
1,5,9,91000
1,8,8,91000
1,6,9,91000
1,10,2,91000
1,10,7,91000
1,10,7,92000
1,6,10,92000
1,2,10,92000
1,7,10,92000
1,9,4,92000
1,9,7,92000
1,9,5,92000
1,4,10,92000
1,9,8,92000
1,8,7,92000
1,9,7,92000
1,8,6,92000
1,10,6,92000
1,9,6,93000
1,6,9,93000
1,6,8,93000
1,7,6,93000
1,10,9,93000
1,7,8,93000
1,5,8,93000
1,7,9,93000
1,10,9,93000
1,7,8,93000
1,9,8,93000
1,6,8,93000
1,8,8,93000
1,8,4,93000
1,8,6,94000
1,8,9,94000
1,10,6,94000
1,9,6,94000
1,5,9,94000
1,8,8,94000
1,9,5,94000
1,8,6,94000
1,4,10,94000
1,7,9,94000
1,6,9,94000
1,5,9,94000
1,10,9,95000
1,5,7,95000
1,8,10,95000
1,10,5,95000
1,9,8,95000
1,8,10,95000
1,9,9,95000
1,5,9,95000
1,7,9,95000
1,5,7,95000
1,10,7,95000
1,9,7,95000
1,4,9,95000
1,9,6,95000
1,7,6,95000
1,8,8,96000
1,9,6,96000
1,6,8,96000
1,10,8,96000
1,7,8,96000
1,5,10,96000
1,6,10,96000
1,10,8,96000
1,10,7,96000
1,8,10,96000
1,7,9,96000
1,7,9,96000
1,9,10,96000
1,8,9,96000
1,8,7,96000
1,8,9,96000
1,9,5,96000
1,7,8,97000
1,8,9,97000
1,9,8,97000
1,10,4,97000
1,7,8,97000
1,6,8,97000
1,9,8,97000
1,8,7,97000
1,9,8,97000
1,7,8,97000
1,6,8,97000
1,7,9,98000
1,6,9,98000
1,10,7,98000
1,10,6,98000
1,8,10,98000
1,8,10,98000
1,9,8,98000
1,7,10,98000
1,7,8,98000
1,7,10,99000
1,9,9,99000
1,8,9,99000
1,9,8,99000
1,10,8,99000
1,8,8,99000
1,5,10,99000
1,8,7,99000
1,9,9,99000
1,9,9,99000
1,8,10,99000
1,8,9,100000
1,7,9,100000
1,10,6,100000
1,10,7,100000
1,7,10,100000
1,5,6,100000
1,9,6,100000
1,7,8,100000
1,7,9,100000
1,10,7,100000
1,5,9,100000
1,6,10,100000
1,10,7,100000
1,9,6,100000
1,9,8,100000
1,4,9,100000
1,9,10,101000
1,7,7,101000
1,9,10,101000
1,9,4,101000
1,8,8,101000
1,10,5,101000
1,3,9,101000
1,8,7,101000
1,10,7,101000
1,6,9,101000
1,10,4,101000
1,8,8,101000
1,7,9,101000
1,8,7,102000
1,9,8,102000
1,7,9,102000
1,8,8,102000
1,8,9,102000
1,9,6,102000
1,9,8,102000
1,10,7,102000
1,10,9,102000
1,10,8,102000
1,8,7,102000
1,10,5,102000
1,6,9,102000
1,7,8,102000
1,8,8,102000
1,7,6,103000
1,6,9,103000
1,6,8,103000
1,9,8,103000
1,8,8,103000
1,10,9,103000
1,2,9,103000
1,7,10,103000
1,9,7,103000
1,8,7,103000
1,8,8,103000
1,9,8,103000
1,4,10,103000
1,10,8,103000
1,6,9,103000
1,8,8,104000
1,9,8,104000
1,10,8,104000
1,9,10,104000
1,10,10,104000
1,9,8,104000
1,10,6,104000
1,6,9,104000
1,7,10,104000
1,9,8,104000
1,10,5,105000
1,9,7,105000
1,10,6,105000
1,8,6,105000
1,10,4,105000
1,10,9,105000
1,6,9,105000
1,9,9,105000
1,10,8,105000
1,6,9,105000
1,10,8,105000
1,10,6,105000
1,8,9,105000
1,7,9,106000
1,6,10,106000
1,10,4,106000
1,7,9,106000
1,8,9,106000
1,7,9,106000
1,6,10,106000
1,9,9,106000
1,6,8,106000
1,8,10,107000
1,8,10,107000
1,8,9,107000
1,8,10,107000
1,3,9,107000
1,8,10,107000
1,3,9,107000
1,5,9,108000
1,8,9,108000
1,10,6,108000
1,6,10,108000
1,8,9,108000
1,10,5,108000
1,4,10,109000
1,8,7,109000
1,9,9,109000
1,7,10,109000
1,10,9,109000
1,9,10,109000
1,8,9,109000
1,10,9,109000
1,9,8,109000
1,8,8,109000
1,10,9,109000
1,7,9,109000
1,10,9,109000
1,7,9,110000
1,9,6,110000
1,10,10,110000
1,9,8,110000
1,9,10,110000
1,8,8,110000
1,7,9,110000
1,7,9,110000
1,10,8,110000
1,7,10,110000
1,8,8,110000
1,6,9,111000
1,8,10,111000
1,8,10,111000
1,10,8,111000
1,7,7,111000
1,8,9,111000
1,8,8,111000
1,10,10,112000
1,8,10,112000
1,7,8,112000
1,10,10,112000
1,10,7,112000
1,8,7,112000
1,10,10,112000
1,7,8,112000
1,7,10,112000
1,10,9,112000
1,9,10,113000
1,8,9,113000
1,10,6,113000
1,9,10,113000
1,9,9,113000
1,4,8,113000
1,9,8,113000
1,10,6,113000
1,9,10,113000
1,7,10,113000
1,10,7,114000
1,10,8,114000
1,6,9,114000
1,7,8,114000
1,8,10,115000
1,9,9,115000
1,9,8,115000
1,7,6,115000
1,9,9,115000
1,6,9,115000
1,8,8,115000
1,7,8,115000
1,9,9,115000
1,10,9,115000
1,9,9,115000
1,10,10,116000
1,9,7,116000
1,7,10,116000
1,9,9,116000
1,9,10,116000
1,9,8,116000
1,9,7,117000
1,9,9,117000
1,8,8,117000
1,10,8,117000
1,6,10,117000
1,7,9,118000
1,10,8,118000
1,8,10,118000
1,10,8,118000
1,4,8,119000
1,9,9,119000
1,9,9,119000
1,7,10,119000
1,10,6,119000
1,9,8,120000
1,9,9,122000
1,9,9,122000
1,7,9,122000
1,10,10,122000
1,9,10,123000
1,7,9,123000
1,9,8,123000
1,9,10,123000
1,6,10,124000
1,7,10,124000
1,8,8,124000
1,9,4,124000
1,8,10,124000
1,6,8,124000
1,2,10,124000
1,10,10,125000
1,5,10,125000
1,9,9,125000
1,10,10,126000
1,10,8,127000
1,9,10,127000
1,10,8,128000
1,8,9,128000
1,10,9,128000
1,8,10,129000
1,7,10,130000
1,10,8,131000
1,10,10,132000
1,10,10,132000
1,9,10,132000
1,8,9,132000
1,9,8,132000
1,10,10,135000
1,8,10,138000
1,9,9,141000
1,10,10,142000
1,9,10,142000
1,10,10,146000
1,9,9,149000
1,10,9,150000
2,2,3,50000
2,3,8,50000
2,3,6,50000
2,8,2,50000
2,5,1,50000
2,2,4,50000
2,5,4,50000
2,2,6,50000
2,3,1,50000
2,3,3,50000
2,3,3,50000
2,1,5,50000
2,3,2,50000
2,6,5,50000
2,1,6,50000
2,2,3,50000
2,2,7,50000
2,4,4,50000
2,6,1,50000
2,9,1,50000
2,1,5,50000
2,3,3,50000
2,5,3,50000
2,6,3,50000
2,1,4,50000
2,3,2,50000
2,1,6,50000
2,5,1,50000
2,6,4,50000
2,6,1,50000
2,8,2,50000
2,1,5,50000
2,6,3,50000
2,5,3,50000
2,7,4,50000
2,5,2,50000
2,4,5,50000
2,5,2,50000
2,1,5,50000
2,3,4,50000
2,8,3,50000
2,2,5,50000
2,8,4,50000
2,3,2,50000
2,1,3,50000
2,5,5,51000
2,4,3,51000
2,8,4,51000
2,2,7,51000
2,3,8,51000
2,2,6,52000
2,8,1,52000
2,6,2,52000
2,2,7,52000
2,7,3,52000
2,1,8,52000
2,7,6,53000
2,5,3,53000
2,8,5,53000
2,5,4,53000
2,10,2,53000
2,4,5,53000
2,8,3,53000
2,8,2,54000
2,4,4,54000
2,4,4,54000
2,5,8,54000
2,8,2,55000
2,8,4,55000
2,6,4,55000
2,1,8,55000
2,9,1,55000
2,6,6,56000
2,8,3,56000
2,4,6,56000
2,3,7,57000
2,2,8,57000
2,2,5,57000
2,4,8,57000
2,5,5,58000
2,2,6,58000
2,4,7,58000
2,6,8,58000
2,2,3,58000
2,1,7,58000
2,4,8,58000
2,2,4,58000
2,4,2,58000
2,5,6,59000
2,3,3,59000
2,3,10,59000
2,4,3,59000
2,5,6,60000
2,4,4,60000
2,7,4,60000
2,3,8,60000
2,1,5,60000
2,9,2,60000
2,6,2,60000
2,7,3,61000
2,6,7,61000
2,4,2,62000
2,8,3,62000
2,6,2,62000
2,8,6,62000
2,4,7,62000
2,6,6,62000
2,3,5,62000
2,6,8,62000
2,5,5,62000
2,6,6,62000
2,1,9,62000
2,8,4,62000
2,4,5,63000
2,4,6,63000
2,8,6,63000
2,4,7,63000
2,3,8,63000
2,2,4,63000
2,1,9,64000
2,6,3,64000
2,6,8,64000
2,4,4,64000
2,7,2,64000
2,5,4,65000
2,7,5,65000
2,10,4,65000
2,5,4,65000
2,4,9,65000
2,10,5,65000
2,4,6,65000
2,3,7,65000
2,7,6,65000
2,6,5,65000
2,7,4,66000
2,7,2,66000
2,8,4,66000
2,5,7,66000
2,5,4,66000
2,5,9,66000
2,6,5,66000
2,7,2,66000
2,7,8,67000
2,2,8,67000
2,4,5,67000
2,9,4,67000
2,7,4,67000
2,6,7,67000
2,10,3,67000
2,6,8,67000
2,6,2,67000
2,10,5,67000
2,3,6,67000
2,9,6,68000
2,3,6,68000
2,5,4,68000
2,8,1,68000
2,8,5,68000
2,7,3,68000
2,5,6,68000
2,7,4,68000
2,2,6,68000
2,3,6,68000
2,4,5,68000
2,10,1,69000
2,5,4,69000
2,8,7,69000
2,8,4,69000
2,2,6,69000
2,8,4,69000
2,9,3,69000
2,6,5,69000
2,6,6,69000
2,8,4,69000
2,9,6,69000
2,7,7,69000
2,5,6,70000
2,5,3,70000
2,7,4,70000
2,2,7,70000
2,10,1,70000
2,5,5,70000
2,5,3,70000
2,2,7,70000
2,3,6,70000
2,10,3,70000
2,8,4,70000
2,9,8,70000
2,5,5,70000
2,7,6,70000
2,3,6,71000
2,7,5,71000
2,5,7,71000
2,4,10,71000
2,7,4,71000
2,5,6,71000
2,4,6,71000
2,7,5,71000
2,6,2,71000
2,9,3,72000
2,1,9,72000
2,7,7,72000
2,5,10,72000
2,6,6,72000
2,10,3,72000
2,10,1,72000
2,6,5,72000
2,9,5,72000
2,3,5,72000
2,4,5,72000
2,8,5,72000
2,8,5,72000
2,3,6,72000
2,9,2,72000
2,3,7,72000
2,2,8,73000
2,3,7,73000
2,2,8,73000
2,6,5,73000
2,8,6,73000
2,5,8,73000
2,2,7,73000
2,5,5,73000
2,1,8,73000
2,6,3,73000
2,2,8,73000
2,10,4,73000
2,7,5,74000
2,6,5,74000
2,7,7,74000
2,7,9,74000
2,10,4,74000
2,7,4,74000
2,5,2,74000
2,6,7,74000
2,7,4,75000
2,8,3,75000
2,2,7,75000
2,7,6,75000
2,5,6,75000
2,7,5,75000
2,5,5,75000
2,6,5,75000
2,2,8,75000
2,9,4,75000
2,9,6,75000
2,9,7,76000
2,8,5,76000
2,2,7,76000
2,6,4,76000
2,2,10,76000
2,10,5,76000
2,8,8,76000
2,7,6,76000
2,6,7,76000
2,8,4,76000
2,1,8,76000
2,9,7,76000
2,8,4,77000
2,4,8,77000
2,3,9,77000
2,8,5,77000
2,5,9,77000
2,9,4,77000
2,10,4,77000
2,9,3,77000
2,6,8,78000
2,7,4,78000
2,3,10,78000
2,4,8,78000
2,5,4,78000
2,5,6,78000
2,7,4,78000
2,10,4,78000
2,9,3,78000
2,10,5,78000
2,4,5,78000
2,5,7,78000
2,5,8,78000
2,5,3,78000
2,2,9,78000
2,10,10,78000
2,1,7,78000
2,7,6,78000
2,9,6,78000
2,8,10,78000
2,6,4,78000
2,8,7,79000
2,7,8,79000
2,7,4,79000
2,2,8,79000
2,1,9,79000
2,8,7,79000
2,7,7,79000
2,6,7,79000
2,7,10,79000
2,7,5,80000
2,9,7,80000
2,7,4,80000
2,8,5,80000
2,3,8,80000
2,8,8,80000
2,8,5,80000
2,7,8,80000
2,3,8,80000
2,8,5,80000
2,6,6,80000
2,7,6,80000
2,7,3,81000
2,8,4,81000
2,3,8,81000
2,6,7,81000
2,7,6,81000
2,8,5,81000
2,7,5,81000
2,5,7,81000
2,8,6,81000
2,5,6,81000
2,9,7,81000
2,8,6,81000
2,8,10,81000
2,7,8,81000
2,3,9,81000
2,6,6,81000
2,10,3,81000
2,7,4,81000
2,6,6,82000
2,9,3,82000
2,2,5,82000
2,8,3,82000
2,2,7,82000
2,8,5,82000
2,5,6,82000
2,8,6,82000
2,7,7,82000
2,7,6,82000
2,9,6,82000
2,8,8,82000
2,4,7,82000
2,9,4,82000
2,8,8,82000
2,8,7,83000
2,5,3,83000
2,5,7,83000
2,2,6,83000
2,3,10,83000
2,9,6,83000
2,10,3,83000
2,9,3,83000
2,8,7,83000
2,5,7,83000
2,2,8,83000
2,4,5,83000
2,6,8,83000
2,5,4,84000
2,10,4,84000
2,10,4,84000
2,8,6,84000
2,7,8,84000
2,9,4,84000
2,9,7,84000
2,8,3,84000
2,7,7,84000
2,8,8,84000
2,8,6,85000
2,5,4,85000
2,10,5,85000
2,9,5,85000
2,7,5,85000
2,5,6,85000
2,7,4,85000
2,10,5,85000
2,2,8,85000
2,10,4,85000
2,6,6,85000
2,3,7,85000
2,3,8,85000
2,4,6,85000
2,3,7,85000
2,1,8,86000
2,7,7,86000
2,9,8,86000
2,5,10,86000
2,6,7,86000
2,8,4,86000
2,8,8,86000
2,10,7,86000
2,10,4,86000
2,9,6,86000
2,7,10,86000
2,3,9,86000
2,5,7,86000
2,7,9,86000
2,6,8,86000
2,6,6,86000
2,10,6,87000
2,4,8,87000
2,3,9,87000
2,7,9,87000
2,8,9,87000
2,9,9,87000
2,6,6,87000
2,2,7,87000
2,7,6,87000
2,6,7,87000
2,5,8,87000
2,9,7,87000
2,9,5,87000
2,6,8,87000
2,6,7,87000
2,10,5,87000
2,2,8,88000
2,2,8,88000
2,9,3,88000
2,3,9,88000
2,8,3,88000
2,10,5,88000
2,7,5,88000
2,6,7,88000
2,6,8,88000
2,5,7,88000
2,8,7,88000
2,7,6,88000
2,6,8,88000
2,9,6,88000
2,7,8,88000
2,7,10,88000
2,3,6,88000
2,6,5,88000
2,4,10,89000
2,7,6,89000
2,9,6,89000
2,7,8,89000
2,8,9,89000
2,4,8,89000
2,7,9,89000
2,8,5,89000
2,4,9,89000
2,9,8,89000
2,7,4,89000
2,3,8,90000
2,7,6,90000
2,9,6,90000
2,5,8,90000
2,8,10,90000
2,8,9,90000
2,8,3,90000
2,7,9,90000
2,10,7,90000
2,9,4,90000
2,6,9,90000
2,7,9,90000
2,6,9,90000
2,9,3,90000
2,7,7,90000
2,7,9,90000
2,8,8,91000
2,4,7,91000
2,9,9,91000
2,7,7,91000
2,10,6,91000
2,8,7,91000
2,9,7,91000
2,10,5,91000
2,7,6,91000
2,4,8,91000
2,7,9,91000
2,7,6,91000
2,4,6,91000
2,9,7,91000
2,9,5,91000
2,9,3,92000
2,8,8,92000
2,8,7,92000
2,8,6,92000
2,6,8,92000
2,5,8,92000
2,8,7,92000
2,9,5,92000
2,3,10,92000
2,8,5,92000
2,2,10,93000
2,5,9,93000
2,7,9,93000
2,10,6,93000
2,8,2,93000
2,7,8,93000
2,6,6,93000
2,8,7,93000
2,6,9,93000
2,7,8,93000
2,8,6,93000
2,5,9,93000
2,4,8,93000
2,9,6,93000
2,5,5,94000
2,5,10,94000
2,6,6,94000
2,8,9,94000
2,6,8,94000
2,8,6,94000
2,9,8,94000
2,3,9,94000
2,7,9,94000
2,7,7,94000
2,4,9,94000
2,9,6,94000
2,7,2,94000
2,9,7,94000
2,10,8,94000
2,9,8,94000
2,9,6,94000
2,7,5,94000
2,9,8,95000
2,8,7,95000
2,7,9,95000
2,6,3,95000
2,7,7,95000
2,9,7,95000
2,4,10,95000
2,7,9,95000
2,7,8,95000
2,9,6,95000
2,7,10,95000
2,9,6,95000
2,8,8,95000
2,8,7,95000
2,10,4,95000
2,1,10,95000
2,3,9,96000
2,7,8,96000
2,9,6,96000
2,10,6,96000
2,8,5,96000
2,5,8,96000
2,8,8,96000
2,8,4,96000
2,7,6,96000
2,5,6,96000
2,7,9,96000
2,8,9,96000
2,6,7,96000
2,8,8,97000
2,9,9,97000
2,4,9,97000
2,7,6,97000
2,7,7,97000
2,8,7,97000
2,5,7,97000
2,4,9,97000
2,3,6,97000
2,6,5,97000
2,9,5,97000
2,8,8,97000
2,7,8,97000
2,7,10,98000
2,9,8,98000
2,4,10,98000
2,9,6,98000
2,8,7,98000
2,9,6,98000
2,4,7,98000
2,7,5,98000
2,10,6,98000
2,6,9,98000
2,9,6,98000
2,6,10,98000
2,8,9,98000
2,6,5,99000
2,7,8,99000
2,7,9,99000
2,10,8,99000
2,7,7,99000
2,7,8,99000
2,9,3,99000
2,10,8,99000
2,4,8,99000
2,8,7,99000
2,7,9,99000
2,7,8,100000
2,6,9,100000
2,4,9,100000
2,6,9,100000
2,9,7,100000
2,7,10,100000
2,5,10,100000
2,8,8,100000
2,6,8,100000
2,6,8,100000
2,9,7,100000
2,3,10,100000
2,7,9,100000
2,10,7,100000
2,8,7,100000
2,4,10,100000
2,1,9,101000
2,6,8,101000
2,8,7,101000
2,7,8,101000
2,9,6,101000
2,8,9,101000
2,9,5,101000
2,7,8,101000
2,8,6,101000
2,2,10,101000
2,8,5,101000
2,8,10,101000
2,4,9,101000
2,8,9,101000
2,8,8,101000
2,9,7,101000
2,9,6,101000
2,4,9,101000
2,10,7,101000
2,2,9,101000
2,9,6,101000
2,9,4,102000
2,8,9,102000
2,7,8,102000
2,4,10,102000
2,4,10,102000
2,4,10,102000
2,6,10,102000
2,5,10,102000
2,8,8,102000
2,9,7,102000
2,9,8,102000
2,6,8,102000
2,9,5,102000
2,8,7,102000
2,8,8,102000
2,6,9,102000
2,7,9,102000
2,6,6,102000
2,7,9,102000
2,7,10,102000
2,8,10,102000
2,6,7,103000
2,8,8,103000
2,5,10,103000
2,8,9,103000
2,7,10,103000
2,8,8,103000
2,7,8,103000
2,8,6,103000
2,7,9,103000
2,8,8,103000
2,5,8,103000
2,7,9,103000
2,8,7,103000
2,9,5,103000
2,5,9,103000
2,9,10,104000
2,7,10,104000
2,10,8,104000
2,9,9,104000
2,7,7,104000
2,9,10,104000
2,9,9,104000
2,10,6,104000
2,7,7,104000
2,9,6,104000
2,8,7,104000
2,8,10,104000
2,7,7,104000
2,9,7,104000
2,6,9,105000
2,8,9,105000
2,8,8,105000
2,9,9,105000
2,10,5,105000
2,8,7,105000
2,7,9,105000
2,7,9,105000
2,8,8,105000
2,7,8,105000
2,9,8,105000
2,9,8,105000
2,8,8,106000
2,3,10,106000
2,7,8,106000
2,8,9,106000
2,8,7,106000
2,7,6,106000
2,6,8,106000
2,10,8,106000
2,8,8,106000
2,6,9,106000
2,8,9,106000
2,8,10,106000
2,4,10,107000
2,8,7,107000
2,6,10,107000
2,9,6,107000
2,8,7,107000
2,5,10,107000
2,8,8,107000
2,9,10,107000
2,9,7,107000
2,9,7,107000
2,8,6,107000
2,8,7,107000
2,10,9,107000
2,8,9,107000
2,9,8,108000
2,10,6,108000
2,10,8,108000
2,9,9,108000
2,8,9,108000
2,9,3,108000
2,7,10,108000
2,7,8,108000
2,6,10,108000
2,7,9,108000
2,10,7,108000
2,7,9,109000
2,8,9,109000
2,6,10,109000
2,10,8,109000
2,9,4,109000
2,9,4,109000
2,5,8,109000
2,6,7,109000
2,6,6,109000
2,9,4,109000
2,8,6,109000
2,6,9,109000
2,9,6,110000
2,7,6,110000
2,8,9,110000
2,8,10,110000
2,9,8,110000
2,8,8,110000
2,9,8,110000
2,7,7,110000
2,9,6,110000
2,8,10,110000
2,10,9,110000
2,9,9,110000
2,8,9,110000
2,7,8,110000
2,10,8,110000
2,9,5,110000
2,10,8,110000
2,10,5,111000
2,7,8,111000
2,9,6,111000
2,8,9,111000
2,10,9,111000
2,8,9,111000
2,6,10,111000
2,10,10,111000
2,10,5,111000
2,8,7,111000
2,8,7,112000
2,9,10,112000
2,9,10,112000
2,9,7,112000
2,8,8,112000
2,5,10,112000
2,8,10,113000
2,10,6,113000
2,9,7,113000
2,9,9,113000
2,9,9,114000
2,7,9,114000
2,9,7,114000
2,6,10,114000
2,10,10,114000
2,10,9,114000
2,8,10,115000
2,5,9,115000
2,8,7,115000
2,8,10,115000
2,10,6,115000
2,6,9,115000
2,7,10,115000
2,9,8,115000
2,8,10,115000
2,8,6,115000
2,10,9,115000
2,10,5,116000
2,8,9,116000
2,8,7,116000
2,6,10,116000
2,9,9,116000
2,9,8,116000
2,10,9,117000
2,6,10,117000
2,9,7,117000
2,9,4,117000
2,6,10,118000
2,9,9,118000
2,7,9,118000
2,7,7,118000
2,9,10,118000
2,9,6,118000
2,10,7,118000
2,7,8,118000
2,10,6,119000
2,9,7,119000
2,6,6,119000
2,8,9,119000
2,10,6,119000
2,8,9,119000
2,9,5,119000
2,9,7,119000
2,10,10,119000
2,8,10,119000
2,8,7,119000
2,6,10,119000
2,9,7,120000
2,9,10,120000
2,10,7,120000
2,10,10,120000
2,9,8,120000
2,4,10,120000
2,7,9,120000
2,10,10,120000
2,6,9,120000
2,10,8,120000
2,5,10,120000
2,8,9,120000
2,8,6,120000
2,7,9,121000
2,10,9,121000
2,10,9,121000
2,6,10,121000
2,8,9,121000
2,5,9,121000
2,6,10,121000
2,10,6,122000
2,9,9,122000
2,7,9,122000
2,7,10,122000
2,9,8,122000
2,9,10,122000
2,8,8,122000
2,10,9,122000
